"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"4:42:40.2332370 AM","stub.exe","2304","CreateFileMapping","C:\Windows\SysWOW64\cmd.exe","SUCCESS","SyncType: SyncTypeOther"
"4:42:40.2332649 AM","stub.exe","2304","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\cmd.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"4:42:40.2332855 AM","stub.exe","2304","QuerySecurityFile","C:\Windows\SysWOW64\cmd.exe","SUCCESS","Information: Label"
"4:42:40.2333734 AM","stub.exe","2304","QueryNameInformationFile","C:\Windows\SysWOW64\cmd.exe","SUCCESS","Name: \Windows\SysWOW64\cmd.exe"
"4:42:40.2334122 AM","stub.exe","2304","Process Create","C:\Windows\SysWOW64\cmd.exe","SUCCESS","PID: 4664, Command line: C:\Windows\system32\cmd.exe"
"4:42:40.2334434 AM","stub.exe","2304","QuerySecurityFile","C:\Windows\SysWOW64\cmd.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label"
"4:42:40.2334525 AM","stub.exe","2304","QueryBasicInformationFile","C:\Windows\SysWOW64\cmd.exe","SUCCESS","CreationTime: 11/20/2010 8:24:03 PM, LastAccessTime: 11/20/2010 8:24:03 PM, LastWriteTime: 11/20/2010 8:24:03 PM, ChangeTime: 3/13/2014 12:56:55 PM, FileAttributes: A"
"4:42:40.2334840 AM","stub.exe","2304","Load Image","C:\Windows\SysWOW64\cmd.exe","SUCCESS","Image Base: 0x4a4b0000, Image Size: 0x4c000"
"4:42:40.2335482 AM","stub.exe","2304","CreateFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"4:42:40.2335946 AM","stub.exe","2304","QueryStandardInformationFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","AllocationSize: 4,075,520, EndOfFile: 4,075,336, NumberOfLinks: 2, DeletePending: False, Directory: False"
"4:42:40.2336034 AM","stub.exe","2304","CreateFileMapping","C:\Windows\AppPatch\sysmain.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"4:42:40.2336089 AM","stub.exe","2304","QueryStandardInformationFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","AllocationSize: 4,075,520, EndOfFile: 4,075,336, NumberOfLinks: 2, DeletePending: False, Directory: False"
"4:42:40.2336207 AM","stub.exe","2304","CreateFileMapping","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","SyncType: SyncTypeOther"
"4:42:40.2336340 AM","stub.exe","2304","QueryStandardInformationFile","C:\Windows\AppPatch\sysmain.sdb","SUCCESS","AllocationSize: 4,075,520, EndOfFile: 4,075,336, NumberOfLinks: 2, DeletePending: False, Directory: False"
"4:42:40.2337131 AM","stub.exe","2304","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"4:42:40.2337343 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64\cmd.exe","SUCCESS","Filter: cmd.exe, 1: cmd.exe"
"4:42:40.2337504 AM","stub.exe","2304","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"4:42:40.2338280 AM","stub.exe","2304","CreateFile","C:\Windows\SysWOW64\cmd.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"4:42:40.2338668 AM","stub.exe","2304","QueryBasicInformationFile","C:\Windows\SysWOW64\cmd.exe","SUCCESS","CreationTime: 11/20/2010 8:24:03 PM, LastAccessTime: 11/20/2010 8:24:03 PM, LastWriteTime: 11/20/2010 8:24:03 PM, ChangeTime: 3/13/2014 12:56:55 PM, FileAttributes: A"
"4:42:40.2338729 AM","stub.exe","2304","CloseFile","C:\Windows\SysWOW64\cmd.exe","SUCCESS",""
"4:42:40.2338941 AM","stub.exe","2304","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"4:42:40.2339171 AM","stub.exe","2304","QueryDirectory","C:\Windows","SUCCESS","Filter: Windows, 1: Windows"
"4:42:40.2339544 AM","stub.exe","2304","CloseFile","C:\","SUCCESS",""
"4:42:40.2340099 AM","stub.exe","2304","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"4:42:40.2340274 AM","stub.exe","2304","QueryDirectory","C:\Windows\system32","SUCCESS","Filter: system32, 1: System32"
"4:42:40.2340411 AM","stub.exe","2304","CloseFile","C:\Windows","SUCCESS",""
"4:42:40.2340865 AM","stub.exe","2304","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"4:42:40.2341011 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64\cmd.exe","SUCCESS","Filter: cmd.exe, 1: cmd.exe"
"4:42:40.2341135 AM","stub.exe","2304","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"4:42:40.2341469 AM","stub.exe","2304","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"4:42:40.2341641 AM","stub.exe","2304","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"4:42:40.2341717 AM","stub.exe","2304","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 144, Data: C:\Users\admin\AppData\Local\Microsoft\Windows\Temporary Internet Files"
"4:42:40.2341826 AM","stub.exe","2304","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"4:42:40.2341908 AM","stub.exe","2304","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","NAME NOT FOUND","Desired Access: Read"
"4:42:40.2343936 AM","stub.exe","2304","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"4:42:40.2344048 AM","stub.exe","2304","RegSetInfoKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"4:42:40.2344112 AM","stub.exe","2304","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Windows\System32\cmd.exe","NAME NOT FOUND","Length: 1,024"
"4:42:40.2344178 AM","stub.exe","2304","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"4:42:40.2344257 AM","stub.exe","2304","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom\cmd.exe","NAME NOT FOUND","Desired Access: Read"
"4:42:40.2345306 AM","stub.exe","2304","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"4:42:40.2345506 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64\*","SUCCESS","Filter: *, 1: ."
"4:42:40.2345688 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: .., 1: 0409, 2: 12520437.cpx, 3: 12520850.cpx, 4: aaclient.dll, 5: accessibilitycpl.dll, 6: ACCTRES.dll, 7: acledit.dll, 8: aclui.dll, 9: acppage.dll, 10: ActionCenter.dll, 11: ActionCenterCPL.dll, 12: activeds.dll, 13: activeds.tlb, 14: actxprxy.dll, 15: AdapterTroubleshooter.exe, 16: admparse.dll, 17: adprovider.dll, 18: adsldp.dll, 19: adsldpc.dll, 20: adsmsext.dll, 21: adsnt.dll, 22: adtschema.dll, 23: AdvancedInstallers, 24: advapi32.dll, 25: advpack.dll, 26: aecache.dll, 27: aeevts.dll, 28: AltTab.dll, 29: amcompat.tlb, 30: amstream.dll, 31: amxread.dll, 32: apds.dll"
"4:42:40.2345973 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: api-ms-win-core-console-l1-1-0.dll, 1: api-ms-win-core-datetime-l1-1-0.dll, 2: api-ms-win-core-debug-l1-1-0.dll, 3: api-ms-win-core-delayload-l1-1-0.dll, 4: api-ms-win-core-errorhandling-l1-1-0.dll, 5: api-ms-win-core-fibers-l1-1-0.dll, 6: api-ms-win-core-file-l1-1-0.dll, 7: api-ms-win-core-handle-l1-1-0.dll, 8: api-ms-win-core-heap-l1-1-0.dll, 9: api-ms-win-core-interlocked-l1-1-0.dll, 10: api-ms-win-core-io-l1-1-0.dll, 11: api-ms-win-core-libraryloader-l1-1-0.dll, 12: api-ms-win-core-localization-l1-1-0.dll, 13: api-ms-win-core-localregistry-l1-1-0.dll, 14: api-ms-win-core-memory-l1-1-0.dll, 15: api-ms-win-core-misc-l1-1-0.dll, 16: api-ms-win-core-namedpipe-l1-1-0.dll, 17: api-ms-win-core-processenvironment-l1-1-0.dll, 18: api-ms-win-core-processthreads-l1-1-0.dll, 19: api-ms-win-core-profile-l1-1-0.dll, 20: api-ms-win-core-rtlsupport-l1-1-0.dll, 21: api-ms-win-core-string-l1-1-0.dll, 22: api-ms-win-core-synch-l1-1-0.dll, 23: api-ms-win-core-sysinfo-l1-1-0.dll"
"4:42:40.2346200 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: api-ms-win-core-threadpool-l1-1-0.dll, 1: api-ms-win-core-util-l1-1-0.dll, 2: api-ms-win-core-xstate-l1-1-0.dll, 3: api-ms-win-security-base-l1-1-0.dll, 4: api-ms-win-security-lsalookup-l1-1-0.dll, 5: api-ms-win-security-sddl-l1-1-0.dll, 6: api-ms-win-service-core-l1-1-0.dll, 7: api-ms-win-service-management-l1-1-0.dll, 8: api-ms-win-service-management-l2-1-0.dll, 9: api-ms-win-service-winsvc-l1-1-0.dll, 10: apilogen.dll, 11: apircl.dll, 12: apisetschema.dll, 13: apphelp.dll, 14: Apphlpdm.dll, 15: appidapi.dll, 16: appwiz.cpl, 17: apss.dll, 18: ar-SA, 19: ARP.EXE, 20: asferror.dll, 21: asycfilt.dll, 22: at.exe, 23: AtBroker.exe, 24: atl.dll, 25: atmfd.dll, 26: atmlib.dll, 27: attrib.exe, 28: audiodev.dll, 29: AudioEng.dll"
"4:42:40.2346400 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: AUDIOKSE.dll, 1: AudioSes.dll, 2: auditpol.exe, 3: authfwcfg.dll, 4: AuthFWGP.dll, 5: AuthFWSnapin.dll, 6: AuthFWWizFwk.dll, 7: authui.dll, 8: authz.dll, 9: autochk.exe, 10: autoconv.exe, 11: autofmt.exe, 12: autoplay.dll, 13: AuxiliaryDisplayApi.dll, 14: AuxiliaryDisplayCpl.dll, 15: avicap32.dll, 16: avifil32.dll, 17: avrt.dll, 18: azman.msc, 19: azroles.dll, 20: azroleui.dll, 21: AzSqlExt.dll, 22: basecsp.dll, 23: batmeter.dll, 24: bcrypt.dll, 25: bcryptprimitives.dll, 26: bdaplgin.ax, 27: bg-BG, 28: bidispl.dll, 29: BioCredProv.dll, 30: bitsadmin.exe, 31: bitsperf.dll, 32: bitsprx2.dll"
"4:42:40.2346594 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: bitsprx3.dll, 1: bitsprx4.dll, 2: bitsprx5.dll, 3: bitsprx6.dll, 4: blackbox.dll, 5: boot.sdi, 6: bootcfg.exe, 7: BOOTVID.DLL, 8: bopomofo.uce, 9: browcli.dll, 10: browseui.dll, 11: bthprops.cpl, 12: bthudtask.exe, 13: btpanui.dll, 14: Bubbles.scr, 15: BWContextHandler.dll, 16: BWUnpairElevated.dll, 17: cabinet.dll, 18: cabview.dll, 19: cacls.exe, 20: calc.exe, 21: capiprovider.dll, 22: capisp.dll, 23: catroot, 24: catroot2, 25: catsrv.dll, 26: catsrvps.dll, 27: catsrvut.dll, 28: cca.dll, 29: cdosys.dll, 30: cero.rs, 31: certcli.dll, 32: certCredProvider.dll, 33: certenc.dll"
"4:42:40.2346764 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: CertEnroll.dll, 1: CertEnrollCtrl.exe, 2: CertEnrollUI.dll, 3: certmgr.dll, 4: certmgr.msc, 5: CertPolEng.dll, 6: certreq.exe, 7: certutil.exe, 8: cewmdm.dll, 9: cfgbkend.dll, 10: cfgmgr32.dll, 11: chajei.ime, 12: charmap.exe, 13: chcp.com, 14: chkdsk.exe, 15: chkntfs.exe, 16: choice.exe, 17: chsbrkr.dll, 18: chtbrkr.dll, 19: CHxReadingStringIME.dll, 20: cic.dll, 21: cintlgnt.ime, 22: cipher.exe, 23: clb.dll, 24: clbcatq.dll, 25: cleanmgr.exe, 26: clfsw32.dll, 27: cliconfg.dll, 28: cliconfg.exe, 29: cliconfg.rll, 30: clip.exe, 31: clusapi.dll, 32: cmcfg32.dll"
"4:42:40.2346942 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: cmd.exe, 1: cmdial32.dll, 2: cmdkey.exe, 3: cmdl32.exe, 4: cmicryptinstall.dll, 5: cmifw.dll, 6: cmipnpinstall.dll, 7: cmlua.dll, 8: cmmon32.exe, 9: cmpbk32.dll, 10: cmstp.exe, 11: cmstplua.dll, 12: cmutil.dll, 13: cngaudit.dll, 14: cngprovider.dll, 15: cnvfat.dll, 16: colbact.dll, 17: COLORCNV.DLL, 18: colorcpl.exe, 19: colorui.dll, 20: com, 21: comcat.dll, 22: comctl32.dll, 23: comdlg32.dll, 24: comexp.msc, 25: comp.exe, 26: compact.exe, 27: compmgmt.msc, 28: compobj.dll, 29: compstui.dll, 30: ComputerDefaults.exe, 31: comrepl.dll, 32: comres.dll, 33: comsnap.dll"
"4:42:40.2347261 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: comsvcs.dll, 1: comuid.dll, 2: config, 3: connect.dll, 4: console.dll, 5: control.exe, 6: convert.exe, 7: corpol.dll, 8: CPFilters.dll, 9: credssp.dll, 10: credui.dll, 11: credwiz.exe, 12: crtdll.dll, 13: crypt32.dll, 14: cryptbase.dll, 15: cryptdlg.dll, 16: cryptdll.dll, 17: cryptext.dll, 18: cryptnet.dll, 19: cryptsp.dll, 20: cryptsvc.dll, 21: cryptui.dll, 22: cryptxml.dll, 23: cs-CZ, 24: cscapi.dll, 25: cscdll.dll, 26: cscript.exe, 27: csrr.rs, 28: ctfmon.exe, 29: ctl3d32.dll, 30: cttune.exe, 31: cttunesvr.exe, 32: C_037.NLS, 33: C_10000.NLS"
"4:42:40.2347437 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: C_10001.NLS, 1: C_10002.NLS, 2: C_10003.NLS, 3: C_10004.NLS, 4: C_10005.NLS, 5: C_10006.NLS, 6: C_10007.NLS, 7: C_10008.NLS, 8: C_10010.NLS, 9: C_10017.NLS, 10: C_10021.NLS, 11: C_10029.NLS, 12: C_10079.NLS, 13: C_10081.NLS, 14: C_10082.NLS, 15: C_1026.NLS, 16: C_1047.NLS, 17: C_1140.NLS, 18: C_1141.NLS, 19: C_1142.NLS, 20: C_1143.NLS, 21: C_1144.NLS, 22: C_1145.NLS, 23: C_1146.NLS, 24: C_1147.NLS, 25: C_1148.NLS, 26: C_1149.NLS, 27: C_1250.NLS, 28: C_1251.NLS, 29: C_1252.NLS, 30: C_1253.NLS, 31: C_1254.NLS, 32: C_1255.NLS, 33: C_1256.NLS"
"4:42:40.2347727 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: C_1257.NLS, 1: C_1258.NLS, 2: C_1361.NLS, 3: C_20000.NLS, 4: C_20001.NLS, 5: C_20002.NLS, 6: C_20003.NLS, 7: C_20004.NLS, 8: C_20005.NLS, 9: C_20105.NLS, 10: C_20106.NLS, 11: C_20107.NLS, 12: C_20108.NLS, 13: C_20127.NLS, 14: C_20261.NLS, 15: C_20269.NLS, 16: C_20273.NLS, 17: C_20277.NLS, 18: C_20278.NLS, 19: C_20280.NLS, 20: C_20284.NLS, 21: C_20285.NLS, 22: C_20290.NLS, 23: C_20297.NLS, 24: C_20420.NLS, 25: C_20423.NLS, 26: C_20424.NLS, 27: C_20833.NLS, 28: C_20838.NLS, 29: C_20866.NLS, 30: C_20871.NLS, 31: C_20880.NLS, 32: C_20905.NLS, 33: C_20924.NLS"
"4:42:40.2347897 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: C_20932.NLS, 1: C_20936.NLS, 2: C_20949.NLS, 3: C_21025.NLS, 4: C_21027.NLS, 5: C_21866.NLS, 6: C_28591.NLS, 7: C_28592.NLS, 8: C_28593.NLS, 9: C_28594.NLS, 10: C_28595.NLS, 11: C_28596.NLS, 12: C_28597.NLS, 13: C_28598.NLS, 14: C_28599.NLS, 15: c_28603.nls, 16: C_28605.NLS, 17: C_437.NLS, 18: C_500.NLS, 19: C_708.NLS, 20: C_720.NLS, 21: C_737.NLS, 22: C_775.NLS, 23: C_850.NLS, 24: C_852.NLS, 25: C_855.NLS, 26: C_857.NLS, 27: C_858.NLS, 28: C_860.NLS, 29: C_861.NLS, 30: C_862.NLS, 31: C_863.NLS, 32: C_864.NLS, 33: C_865.NLS, 34: C_866.NLS"
"4:42:40.2348067 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: C_869.NLS, 1: C_870.NLS, 2: C_874.NLS, 3: C_875.NLS, 4: C_932.NLS, 5: C_936.NLS, 6: C_949.NLS, 7: C_950.NLS, 8: C_G18030.DLL, 9: C_IS2022.DLL, 10: C_ISCII.DLL, 11: d2d1.dll, 12: d3d10.dll, 13: d3d10core.dll, 14: d3d10level9.dll, 15: d3d10warp.dll, 16: d3d10_1.dll, 17: d3d10_1core.dll, 18: d3d11.dll, 19: d3d8.dll, 20: d3d8thk.dll, 21: d3d9.dll, 22: d3dim.dll, 23: d3dim700.dll, 24: d3dramp.dll, 25: d3dxof.dll, 26: da-DK, 27: dataclen.dll, 28: davclnt.dll, 29: davhlpr.dll, 30: dbgeng.dll, 31: dbghelp.dll, 32: dbnetlib.dll, 33: dbnmpntw.dll, 34: dccw.exe"
"4:42:40.2348246 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: dciman32.dll, 1: dcomcnfg.exe, 2: DDACLSys.dll, 3: ddodiag.exe, 4: DDOIProxy.dll, 5: DDORes.dll, 6: ddraw.dll, 7: ddrawex.dll, 8: de-DE, 9: defaultlocationcpl.dll, 10: desk.cpl, 11: deskadp.dll, 12: deskmon.dll, 13: deskperf.dll, 14: devenum.dll, 15: DeviceCenter.dll, 16: DeviceDisplayStatusManager.dll, 17: DeviceMetadataParsers.dll, 18: DevicePairing.dll, 19: DevicePairingFolder.dll, 20: DevicePairingHandler.dll, 21: DevicePairingProxy.dll, 22: DevicePairingWizard.exe, 23: DeviceProperties.exe, 24: DeviceUxRes.dll, 25: devmgmt.msc, 26: devmgr.dll, 27: devobj.dll, 28: devrtl.dll, 29: dfrgui.exe, 30: dfscli.dll, 31: dfshim.dll"
"4:42:40.2348440 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: DfsShlEx.dll, 1: dhcpcmonitor.dll, 2: dhcpcore.dll, 3: dhcpcore6.dll, 4: dhcpcsvc.dll, 5: dhcpcsvc6.dll, 6: DHCPQEC.DLL, 7: dhcpsapi.dll, 8: dialer.exe, 9: diantz.exe, 10: difxapi.dll, 11: dimsjob.dll, 12: dimsroam.dll, 13: dinput.dll, 14: dinput8.dll, 15: diskcomp.com, 16: diskcopy.com, 17: diskcopy.dll, 18: diskmgmt.msc, 19: diskpart.exe, 20: diskperf.exe, 21: diskraid.exe, 22: Dism, 23: Dism.exe, 24: dispex.dll, 25: Display.dll, 26: DisplaySwitch.exe, 27: dllhost.exe, 28: dllhst3g.exe, 29: dmband.dll, 30: dmcompos.dll, 31: dmdlgs.dll, 32: dmdskmgr.dll, 33: dmdskres.dll"
"4:42:40.2348625 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: dmdskres2.dll, 1: dmime.dll, 2: dmintf.dll, 3: dmloader.dll, 4: dmocx.dll, 5: dmrc.dll, 6: dmscript.dll, 7: dmstyle.dll, 8: dmsynth.dll, 9: dmusic.dll, 10: dmutil.dll, 11: dmvdsitf.dll, 12: dmview.ocx, 13: dnsapi.dll, 14: dnscacheugc.exe, 15: dnscmmc.dll, 16: docprop.dll, 17: doskey.exe, 18: dot3api.dll, 19: dot3cfg.dll, 20: dot3dlg.dll, 21: dot3gpclnt.dll, 22: dot3gpui.dll, 23: dot3hc.dll, 24: dot3msm.dll, 25: dot3ui.dll, 26: dpapimig.exe, 27: dpapiprovider.dll, 28: DpiScaling.exe, 29: dplaysvr.exe, 30: dplayx.dll, 31: dpmodemx.dll, 32: dpnaddr.dll, 33: dpnathlp.dll"
"4:42:40.2348797 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: dpnet.dll, 1: dpnhpast.dll, 2: dpnhupnp.dll, 3: dpnlobby.dll, 4: dpnsvr.exe, 5: dpwsockx.dll, 6: dpx.dll, 7: driverquery.exe, 8: drivers, 9: DriverStore, 10: drmmgrtn.dll, 11: drmv2clt.dll, 12: drprov.dll, 13: drt.dll, 14: drtprov.dll, 15: drttransport.dll, 16: drvinst.exe, 17: drvstore.dll, 18: ds32gt.dll, 19: dsauth.dll, 20: dsdmo.dll, 21: DShowRdpFilter.dll, 22: dskquota.dll, 23: dskquoui.dll, 24: dsound.dll, 25: dsprop.dll, 26: dsquery.dll, 27: dsrole.dll, 28: dssec.dat, 29: dssec.dll, 30: dssenh.dll, 31: dsuiext.dll, 32: dswave.dll, 33: dtsh.dll"
"4:42:40.2348988 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: dui70.dll, 1: duser.dll, 2: dvdplay.exe, 3: dvdupgrd.exe, 4: dwmapi.dll, 5: dwmcore.dll, 6: DWrite.dll, 7: DWWIN.EXE, 8: dxdiag.exe, 9: dxdiagn.dll, 10: dxgi.dll, 11: dxmasf.dll, 12: DXPTaskRingtone.dll, 13: DxpTaskSync.dll, 14: dxtmsft.dll, 15: dxtrans.dll, 16: dxva2.dll, 17: eapp3hst.dll, 18: eappcfg.dll, 19: eappgnui.dll, 20: eapphost.dll, 21: eappprxy.dll, 22: EAPQEC.DLL, 23: efsadu.dll, 24: efscore.dll, 25: efsui.exe, 26: efsutil.dll, 27: EhStorAPI.dll, 28: EhStorAuthn.exe, 29: EhStorPwdMgr.dll, 30: EhStorShell.dll, 31: el-GR, 32: els.dll, 33: ELSCore.dll"
"4:42:40.2349167 AM","stub.exe","2304","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: elslad.dll, 1: elsTrans.dll, 2: en, 3: en-US, 4: encapi.dll, 5: EncDec.dll, 6: eqossnap.dll, 7: es-ES, 8: es.dll, 9: esent.dll, 10: esentprf.dll, 11: esentutl.exe, 12: esrb.rs, 13: et-EE, 14: eudcedit.exe, 15: eventcls.dll, 16: eventcreate.exe, 17: EventViewer_EventDetails.xsl, 18: eventvwr.exe, 19: eventvwr.msc, 20: evr.dll, 21: expand.exe, 22: explorer.exe, 23: ExplorerFrame.dll, 24: expsrv.dll, 25: extrac32.exe, 26: f3ahvoas.dll, 27: Faultrep.dll, 28: fc.exe, 29: fdBth.dll, 30: fdBthProxy.dll, 31: fde.dll, 32: fdeploy.dll, 33: fdPnp.dll"
